cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,ck_av_wd,ck_av_dp,ck_n_wd,ck_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_balance_ratio
1362771,13627712,CK,1,162.03,141.86,,,,,-43.90297297,293.5136364,74,11,,,,,0.87551688
1363492,13634922,CK,1,1350.61,106.14,,,,,-184.4265278,2005.706667,72,6,,,,,0.078586713
1362997,13629973,SV,1,198.95,201.95,,,,,,,,,,0.25,,12,1.015079166
1363070,13630702,CK,1,212.25,307.97,,,,,-29.92,257.3,14,2,,,,,1.450977621
1362809,13628092,CK,1,3199.27,1160.14,,,,,-105.6457692,119.1189655,52,29,,,,,0.362626474
1362937,4.56114E+15,CC,0,1671.88,0,-252.5903571,815.7590909,28,11,,,,,,,,,0
1363448,13634482,CK,0,5540.21,1961.87,,,,,-165.07,291.5325,57,20,,,,,0.354114736
1362765,13627653,SV,0,153,1363.11,,,,,,,,,-87.03,151.61,7,12,8.909215686
1362686,13626862,CK,1,337.72,13.37,,,,,-47.57316667,126.502,60,20,,,,,0.039589009
1363336,13633362,CK,1,4355.05,195.15,,,,,-183.5667857,306.0235,56,20,,,,,0.044810048
1362969,13629693,SV,1,1063.49,5792.74,,,,,,,,,-244.2914286,448.1531818,21,22,5.446915345
1362537,13625373,SV,1,121.43,1603.69,,,,,,,,,-40.145,86.1565,6,20,13.20670345
1362546,13625463,SV,1,120.49,991.01,,,,,,,,,-45.08,52.542,4,20,8.224831936
1363268,13632682,CK,0,192.61,1094.41,,,,,-54.03313433,347.8476923,67,13,,,,,5.681999896
1362801,13628012,CK,1,398,0,,,,,-47.98722222,115.4373684,54,19,,,,,0
1363308,4.56114E+15,CC,0,2794.47,498.06,-112.712069,1403.765,29,4,,,,,,,,,0.178230577
1362497,13624973,SV,1,572.95,10.86,,,,,,,,,-93.89333333,42.3155,15,20,0.018954534
1363195,13631953,SV,1,291.56,764.77,,,,,,,,,-80.49666667,44.66875,3,16,2.62302785
1363323,4.56114E+15,CC,1,7159.74,1953.27,-373.7196,1232.605,25,12,,,,,,,,,0.272812979
1363295,4.56114E+15,CC,1,969.91,1000,-60.22055556,100.6508333,18,12,,,,,,,,,1.031023497
1362844,13628442,CK,1,1080.3,162.1,,,,,-62.00352941,194.0023529,68,17,,,,,0.150050912
1363257,13632573,SV,1,273.21,1209.67,,,,,,,,,-83.23041667,122.2645833,24,24,4.42761978
1362930,13629303,SV,1,204.4,800.42,,,,,,,,,-145.366,82.678125,5,16,3.915949119
1363140,13631402,CK,1,237.14,0,,,,,-41.6095122,163.2055556,41,9,,,,,0
1363435,13634352,CK,1,2606.3,329.74,,,,,-105.5125,213.3784211,60,19,,,,,0.126516518
1362771,4.56114E+15,CC,1,1127.54,1200,-121.7213559,601.3858333,59,12,,,,,,,,,1.064263796
1363073,13630732,CK,1,2804.23,125.9,,,,,-117.3459649,222.7994444,57,18,,,,,0.04489646
1363216,13632162,CK,1,2272.32,1015.46,,,,,-62.08183099,210.0633333,71,15,,,,,0.446882481
1362674,13626742,CK,1,2650.19,375.15,,,,,-104.5805085,155.8084,59,25,,,,,0.141555888
1362809,4.56114E+15,CC,1,2481.47,0,,422.7866667,,6,,,,,,,,,0
1363353,13633533,SV,0,264.84,1663.95,,,,,,,,,-159.6025,167.245625,8,16,6.282850023
1362820,13628202,CK,1,27072.38,13185.47,,,,,-628.3863934,1286.575789,61,19,,,,,0.487045099
1362722,13627223,SV,1,257.31,261.18,,,,,,,,,,0.3225,,12,1.015040224
1362758,13627582,CK,1,2578.51,407.32,,,,,-119.71625,188.8716667,56,24,,,,,0.157967198
1362649,13626492,CK,1,134.68,30.47,,,,,-45.28753623,201.3753333,69,15,,,,,0.226239976
1363448,4.56114E+15,CC,1,0,1400,-91.05689655,127.3290909,29,11,,,,,,,,,
1362513,13625133,SV,1,389.39,352.05,,,,,,,,,-136.455,58.57222222,8,18,0.904106423
1362686,4.56114E+15,CC,1,0,99.9,-77.14285714,73.56833333,7,6,,,,,,,,,
1362675,13626753,SV,1,200.89,274.78,,,,,,,,,-63.5225,20.49875,4,16,1.367813231
1362904,13629042,CK,1,286.22,461.88,,,,,-52.72,211.97375,61,16,,,,,1.613723709
1362806,13628062,CK,1,218.47,2561.24,,,,,-114.8046479,582.9944444,71,18,,,,,11.72353184
1362801,4.56114E+15,CC,1,393.8,45.23,-115.5266667,117.0733333,9,12,,,,,,,,,0.114855256
1363059,4.56114E+15,CC,1,0,1200,-95.483,99.4825,20,8,,,,,,,,,
1362844,4.56114E+15,CC,1,420.49,584.13,-134.5969048,463.1933333,42,12,,,,,,,,,1.389165022
1363342,4.56114E+15,CC,1,616.39,1600,-178.5560317,864.8241667,63,12,,,,,,,,,2.595759178
1363321,13633213,SV,1,172.7,1009.61,,,,,,,,,-250.1,128.65875,9,24,5.846033584
1363483,4.56114E+15,CC,1,946.26,1000,-120.4892727,554.3908333,55,12,,,,,,,,,1.056792002
1362905,13629053,SV,1,522.29,688.98,,,,,,,,,-55.865,31.40125,6,16,1.319152195
1363495,13634953,SV,1,2321.9,2783.16,,,,,,,,,-93.24,60.6173913,10,23,1.198656273
1363435,4.56114E+15,CC,1,535.71,643.34,-120.4806061,325.9358333,33,12,,,,,,,,,1.200910941
1363071,4.56114E+15,CC,1,0,298.42,-84.3053125,348.0128571,32,7,,,,,,,,,
1362808,13628082,CK,0,4076.5,1724.92,,,,,-164.9250847,388.3684211,59,19,,,,,0.423137495
1362607,4.56114E+15,CC,1,1957.45,903.36,-140.4362,736.2336364,50,11,,,,,,,,,0.461498378
1363384,13633843,SV,1,823.5,3419.28,,,,,,,,,-162.3325,180.2838889,4,18,4.152131148
1362641,13626412,CK,1,2705.53,1566.97,,,,,-66.89666667,62.05642857,30,14,,,,,0.579173027
1363254,13632542,CK,0,318.71,737.37,,,,,-51.95181818,295.96,66,13,,,,,2.313607982
1363208,13632083,SV,1,150.23,1094.05,,,,,,,,,-107.4276923,86.68074074,13,27,7.282500166
1363084,13630842,CK,1,4473.55,1909.09,,,,,-174.3981132,267.1456,53,25,,,,,0.426750567
1363138,13631383,SV,1,268.3,1293.45,,,,,,,,,-50.954,75.28941176,5,17,4.82090943
1362649,4.56114E+15,CC,1,187.17,1000,-100.5160294,506.6608333,68,12,,,,,,,,,5.34273655
1362767,13627673,SV,1,276.81,1098.48,,,,,,,,,-128.9266667,54.92954545,3,22,3.968353744
1362967,13629672,CK,1,170.42,271.49,,,,,-65.54314286,312.606,70,15,,,,,1.593064194
1362823,13628232,CK,1,418.3,7.35,,,,,-51.44297297,497.48,37,3,,,,,0.017571121
1362806,4.56114E+15,CC,1,214.46,1541.64,-187.278,752.2716667,55,12,,,,,,,,,7.188473375
1363058,13630582,CK,1,2744.91,121.27,,,,,-72.00029851,129.4341176,67,17,,,,,0.044179955
1363326,13633263,SV,1,570.24,578.09,,,,,,,,,-0.75,0.716666667,1,12,1.013766134
1362879,13628793,SV,1,326.33,856.61,,,,,,,,,-114.205,54.90888889,4,18,2.624980848
1362968,13629683,SV,1,795.43,510.19,,,,,,,,,-134.7071429,38.86352941,7,17,0.641401506
1363076,4.56114E+15,CC,1,6842.2,770.56,-306.4246154,1182.844167,26,12,,,,,,,,,0.112618748
1363192,13631922,CK,1,1316.25,42.85,,,,,-56.90266667,164.6738462,60,13,,,,,0.032554606
1363197,13631973,SV,1,100.91,347.2,,,,,,,,,-140.62,39.30294118,3,17,3.440689724
1363236,13632363,SV,1,288.72,1067.7,,,,,,,,,-91.03421053,83.621,19,30,3.69804655
1363056,4.56114E+15,CC,1,303.47,821.42,-156.2652174,308.042,23,10,,,,,,,,,2.706758493
1362680,13626802,CK,1,235.29,848.22,,,,,-46.74521739,239.896875,69,16,,,,,3.604998087
1362588,13625883,SV,1,252.24,9.71,,,,,,,,,-91.36333333,50.22529412,12,17,0.038495084
1362770,13627702,CK,1,407.29,237.69,,,,,-132.8037179,926.2809091,78,11,,,,,0.583589089
1363303,4.56114E+15,CC,1,0,1000,-112.9110204,566.58,49,8,,,,,,,,,
1362489,13624893,SV,1,760.24,373.65,,,,,,,,,-315.6125,58.39066667,4,15,0.49148953
1363169,13631693,SV,1,151.54,153.82,,,,,,,,,,0.19,,12,1.015045533
1362697,13626973,SV,1,598.02,596.47,,,,,,,,,-97.056,30.334375,5,16,0.997408113
1363146,4.56114E+15,CC,1,2782.38,0,,2814.61,,1,,,,,,,,,0
1362641,4.56114E+15,CC,1,502.37,172.99,-98.43882353,200.866,17,10,,,,,,,,,0.344347791
1362672,13626722,CK,1,177.94,669.16,,,,,-42.0976,324.5125,50,8,,,,,3.760593458
1362791,13627912,CK,1,2671,874.16,,,,,-92.97951613,247.993125,62,16,,,,,0.327278173
1362619,4.56114E+15,CC,1,3866.7,0,,3905.04,,1,,,,,,,,,0
1362823,4.56114E+15,CC,0,2194.14,98.04,-215.0288889,1032.3325,9,4,,,,,,,,,0.044682655
1362764,13627642,CK,1,278.11,728.77,,,,,-50.50339286,172.5710526,56,19,,,,,2.620437956
1363009,13630092,CK,1,12692.83,9253.73,,,,,-495.5805,294.205,20,22,,,,,0.729051756
1362702,13627023,SV,1,698.68,12.53,,,,,,,,,-99.25461538,37.76,13,16,0.017933818
1362902,13629022,CK,1,117.73,112.94,,,,,-68.4583871,235.535,62,18,,,,,0.959313684
1362652,13626522,CK,1,315.75,26.93,,,,,-31.74163934,82.407,61,20,,,,,0.085288994
1362796,13627962,CK,1,251.12,254.93,,,,,,0.3175,,12,,,,,1.015172029
1363375,13633752,CK,1,281.8,172.83,,,,,-39.62630769,189.7492308,65,13,,,,,0.61330731
1363402,13634022,CK,1,3294.44,9.62,,,,,-138.3220339,232.1990476,59,21,,,,,0.002920071
1363205,13632052,CK,0,2588.17,1395.69,,,,,-111.1638462,126.325,13,2,,,,,0.539257468
1362524,13625243,SV,1,147.65,619.05,,,,,,,,,-55.2925,53.74941176,8,17,4.192685405
1363200,13632003,SV,1,114.43,1357.19,,,,,,,,,-173.0642857,111.555,7,22,11.8604387
1363012,13630122,CK,1,1115.62,5.59,,,,,-172.0272581,502.9294737,62,19,,,,,0.005010667
1363130,13631303,SV,1,122.54,68.7,,,,,,,,,-134.79125,48.7852381,8,21,0.560633263
1362960,13629603,SV,1,6223.15,6273.27,,,,,,,,,-347.9227273,193.8635,11,20,1.008053799
1363113,4.56114E+15,CC,1,0,660.4,-132.1814286,396.7133333,14,3,,,,,,,,,
1363263,4.56114E+15,CC,1,0,1218.94,-111.6606154,671,65,9,,,,,,,,,
1363261,4.56114E+15,CC,1,143.33,1000,-129.7466667,352.4083333,39,12,,,,,,,,,6.97690644
1362949,13629493,SV,1,102.63,389.24,,,,,,,,,-143.04,74.65652174,10,23,3.79265322
1362753,13627532,CK,1,193.01,79.24,,,,,-29.04553191,156.42125,47,8,,,,,0.410548676
1363301,13633013,SV,1,292.49,417.32,,,,,,,,,-235.0844444,101.845,9,22,1.426783822
1362565,4.56114E+15,CC,1,829.07,1358.19,-138.102,420.9066667,40,12,,,,,,,,,1.638209078
1362486,13624863,SV,1,284.48,116.24,,,,,,,,,-85.78222222,37.7375,9,16,0.408605174
1362611,4.56114E+15,CC,1,2477.19,133.87,-143.6893103,551.4891667,29,12,,,,,,,,,0.054041071
1362613,4.56114E+15,CC,1,248.01,1000,-83.9875,87.64583333,20,12,,,,,,,,,4.03209548
1363410,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1363465,13634652,CK,1,2605.3,1632.35,,,,,-95.92027027,135.6031579,37,19,,,,,0.626549726
1363017,13630173,SV,0,2011.02,2901.35,,,,,,,,,-79.14333333,97.51357143,6,14,1.442725582
1362877,13628772,CK,1,100.36,612.35,,,,,-41.01835616,250.4521429,73,14,,,,,6.101534476
1362759,4.56114E+15,CC,1,1320.06,835.19,-158.1530233,608.67,43,12,,,,,,,,,0.632690938
1363344,13633443,SV,1,108.33,253.92,,,,,,,,,-64.92833333,31.48,6,17,2.343949045
1363127,13631273,SV,1,122.21,124.01,,,,,,,,,,0.15,,12,1.014728746
1362672,4.56114E+15,CC,1,0,226.57,-52.72846154,114.725,13,4,,,,,,,,,
1363227,4.56114E+15,CC,1,0,588.15,-144.5068,378.065,25,8,,,,,,,,,
1363093,13630932,CK,1,112.89,1079.16,,,,,-56.53898551,270.4144444,69,18,,,,,9.5593941
1362980,4.56114E+15,CC,1,107.81,512.73,-117.497619,411.9545455,42,11,,,,,,,,,4.755866803
1363454,13634543,SV,1,253.3,782.26,,,,,,,,,-126.286,61.10157895,5,19,3.088274773
1362585,13625852,CK,1,381.4,176.63,,,,,-70.96769231,275.508125,65,16,,,,,0.463109596
1362694,13626942,CK,1,3993.34,93.66,,,,,-139.8618868,167.32,53,21,,,,,0.023454051
1362580,13625803,SV,1,468.82,163.39,,,,,,,,,-127.68,42.02357143,7,14,0.348513289
1363205,4.56114E+15,CC,1,2825.91,684.12,-147.6763636,320.7008333,11,12,,,,,,,,,0.242088389
1362492,13624922,CK,1,5101.6,582.82,,,,,-241.0421053,384.2075,57,24,,,,,0.114242591
1362683,4.56114E+15,CC,1,2896.67,5359.08,-237.7095868,2205.09,121,12,,,,,,,,,1.850083026
1363266,4.56114E+15,CC,1,0,994.65,-85.88235294,465.35,17,1,,,,,,,,,
1362858,13628583,SV,1,1561.41,592.84,,,,,,,,,-294.5821429,131.56875,14,24,0.379682466
1362948,4.56114E+15,CC,1,1393.56,813.51,-138.5605882,446.5816667,34,12,,,,,,,,,0.583763885
1362715,13627153,SV,1,110.12,195.07,,,,,,,,,-41.755,23.96285714,6,14,1.771431166
1362633,13626333,SV,1,123.78,57.34,,,,,,,,,-84.40785714,58.69842105,14,19,0.463241234
1363306,13633063,SV,1,698.96,1193.26,,,,,,,,,-132.815,77.841,8,20,1.707193545
1363286,13632862,CK,1,2524.17,51.57,,,,,-104.7715789,218.71125,57,16,,,,,0.020430478
1362784,13627842,CK,1,7450.72,1095.71,,,,,-273.4616949,465.7033333,59,21,,,,,0.147060955
1362548,13625483,SV,1,250.24,254.02,,,,,,,,,,0.315,,12,1.015105499
1362839,13628392,CK,1,8885.44,32.8,,,,,-222.298125,335.9025,64,16,,,,,0.003691432
1362480,4.56114E+15,CC,0,1607.4,20,-191.3211765,433.4266667,17,12,,,,,,,,,0.012442454
1362753,4.56114E+15,CC,1,2204.46,3000,-91.0703125,205.3116667,32,12,,,,,,,,,1.360877494
1362919,13629193,SV,1,313.92,318.66,,,,,,,,,,0.395,,12,1.015099388
1363006,13630062,CK,1,2760.46,897.68,,,,,-100.6859649,161.5133333,57,24,,,,,0.325192178
1363404,13634042,CK,1,259.35,823.63,,,,,-36.80163934,165.2458824,61,17,,,,,3.17574706
1363441,13634413,SV,0,118.53,581.29,,,,,,,,,-122.78375,85.00176471,8,17,4.904159285
1362882,4.56114E+15,CC,1,2058.92,33.52,,176.5466667,,12,,,,,,,,,0.01628038
1363167,13631672,CK,1,5488.09,68.61,,,,,-209.6618033,409.4383333,61,18,,,,,0.012501617
1362637,13626372,CK,1,319.45,72.09,,,,,-50.36424242,205.112,66,15,,,,,0.225669119
1362551,13625512,CK,1,352.97,2044.22,,,,,-83.41510204,321.0327778,49,18,,,,,5.791483695
1363015,13630153,SV,1,380.21,385.97,,,,,,,,,,0.48,,12,1.015149523
1363218,13632182,CK,1,2812.42,380.37,,,,,-102.3446552,145.9975,58,24,,,,,0.135246514
1362643,13626432,CK,1,4286.4,1860.19,,,,,-117.91,54.76625,28,16,,,,,0.433974897
1363168,13631683,SV,1,1210.75,2333.47,,,,,,,,,-420.2742857,239.0964706,7,17,1.927293
1363249,13632492,CK,1,949.93,2877.12,,,,,-179.0998438,787.6223529,64,17,,,,,3.028770541
1362785,13627853,SV,1,349.7,337.9,,,,,,,,,-200.292,61.85375,5,16,0.966256792
1363053,4.56114E+15,CC,1,0,918.09,-436.4236364,647.095,11,6,,,,,,,,,
1362726,13627262,CK,1,180.28,13.37,,,,,-38.56756757,268.709,74,10,,,,,0.074162414
1362594,13625943,SV,1,1985.18,6619.84,,,,,,,,,-451.0533333,502.4055,12,20,3.334629605
1362492,4.56114E+15,CC,1,0,2000,-171.9752,584.03,25,4,,,,,,,,,
1363467,13634672,CK,1,4155.98,58.47,,,,,-139.4965574,245.0988889,61,18,,,,,0.014068884
1363288,13632882,CK,1,640.62,1393.38,,,,,-87.68923077,379.5888235,65,17,,,,,2.175049171
1363026,13630262,CK,1,777.74,2744.43,,,,,-133.6955932,410.61375,59,24,,,,,3.528724252
1362831,13628312,CK,0,2170.02,123.78,,,,,-151.3717647,263.54,17,2,,,,,0.057040949
1363468,13634683,SV,1,273.99,927.28,,,,,,,,,-64.17757576,131.9595238,33,21,3.384357093
1362899,13628993,SV,1,1769.93,1823.77,,,,,,,,,,4.486666667,,12,1.030419282
1363377,4.56114E+15,CC,1,332.67,844.08,-123.4082,474.4925,50,12,,,,,,,,,2.537289206
1362875,13628752,CK,1,147.02,1174.11,,,,,-53.36245902,214.1505,61,20,,,,,7.986056319
1363481,13634813,SV,1,155.93,1606.92,,,,,,,,,-64.51,73.90125,5,24,10.30539345
1362972,13629723,SV,1,493.93,680.94,,,,,,,,,-214.084,83.82866667,5,15,1.378616403
1363207,4.56114E+15,CC,1,886.67,777,-100.515,551.0058333,64,12,,,,,,,,,0.876312495
1362734,13627343,SV,0,434.71,438.53,,,,,,,,,,0.545714286,,7,1.008787468
1362940,4.56114E+15,CC,1,73.17,41.22,-113.2121429,202.24375,14,8,,,,,,,,,0.563345633
1362855,13628552,CK,1,202.3,1070.87,,,,,-60.91,178.31375,56,24,,,,,5.293475037
1363241,13632412,CK,1,478.79,18.37,,,,,-64.95788732,244.2111765,71,17,,,,,0.038367552
1363422,4.56114E+15,CC,0,1772.11,20,-155.178,366.2283333,15,12,,,,,,,,,0.011285981
1363047,13630473,SV,0,142.02,417.52,,,,,,,,,-84.42,55.74363636,4,11,2.939867624
1362850,13628503,SV,1,118.45,120.25,,,,,,,,,,0.15,,12,1.015196285
1362717,13627173,SV,1,184.03,186.79,,,,,,,,,,0.23,,12,1.014997555
1362709,13627092,CK,1,2254.04,185.9,,,,,-63.46144928,165.05,69,14,,,,,0.082474135
1363078,4.56114E+15,CC,1,2385.21,1147.07,-120.5002778,471.0066667,36,12,,,,,,,,,0.480909438
1362952,13629523,SV,0,231.89,232.76,,,,,,,,,,0.29,,3,1.003751779
1362864,13628643,SV,1,173.89,176.53,,,,,,,,,,0.22,,12,1.015182012
1362891,13628913,SV,1,767.62,1743.57,,,,,,,,,-117.745,96.48,4,15,2.271397306
1362986,13629863,SV,1,1161.47,434.43,,,,,,,,,-263.9271429,65.95117647,7,17,0.374034629
1363165,13631652,CK,1,2244.1,95.8,,,,,-69.93657143,211.3276923,70,13,,,,,0.04268972
1363333,13633332,CK,1,220.95,4.31,,,,,-39.0166129,157.3135714,62,14,,,,,0.019506676
1362637,4.56114E+15,CC,1,0,1200,-94.53210526,110.8333333,19,6,,,,,,,,,
1362669,13626693,SV,1,173.96,1693.81,,,,,,,,,-128.5333333,104.1877273,6,22,9.73677857
1363210,13632102,CK,1,2042.38,121.53,,,,,-72.97184615,166.0188235,65,17,,,,,0.059504108
1362853,13628533,SV,1,918.64,1025.23,,,,,,,,,-109.572,40.9425,5,16,1.116030219
1363328,13633283,SV,1,102.26,1308.55,,,,,,,,,-50.77,68.83315789,2,19,12.79630354
1362587,4.56114E+15,CC,1,879.47,859.44,-91.64457627,460.2066667,59,12,,,,,,,,,0.97722492
1363160,13631603,SV,1,113.04,122.54,,,,,,,,,-66.318,58.08086957,20,23,1.084041047
1362924,4.56114E+15,CC,1,0,1000,-125.3055556,419.2533333,18,3,,,,,,,,,
1363395,13633952,CK,1,2555.08,1520.9,,,,,-57.90693548,127.8115,62,20,,,,,0.59524555
1363474,13634743,SV,1,5095.53,4622.61,,,,,,,,,-201.746,33.53875,5,16,0.907189242
1362643,4.56114E+15,CC,0,1536.24,559.57,-144.884375,828.1525,16,4,,,,,,,,,0.364246472
1363331,4.56114E+15,CC,1,7574.56,2264.61,-207.1181481,918.305,27,12,,,,,,,,,0.298975782
1363249,4.56114E+15,CC,1,2615.76,3082.05,-161.509434,706.655,53,12,,,,,,,,,1.178261767
1363272,13632722,CK,1,371.89,195.31,,,,,-61.93927273,153.8133333,55,21,,,,,0.525182178
1363390,13633903,SV,1,253.08,740.57,,,,,,,,,-58.65272727,51.485,11,22,2.92622886
1362579,13625792,CK,1,100.84,431.33,,,,,-60.62516129,227.1955556,62,18,,,,,4.277370091
1363238,13632383,SV,1,189.51,192.39,,,,,,,,,,0.24,,12,1.015197087
1363219,4.56114E+15,CC,1,227.47,1000,-111.7537255,414.2383333,51,12,,,,,,,,,4.396184112
1362917,13629172,CK,1,447.68,45.45,,,,,-93.866875,400.375,64,14,,,,,0.10152341
1362661,13626613,SV,1,818.48,2226.62,,,,,,,,,-200.1566667,123.6865385,9,26,2.720432998
1362701,13627012,CK,1,217.14,223.09,,,,,-70.07111111,316.3116667,27,6,,,,,1.027401676
1363382,13633823,SV,1,108.39,272.05,,,,,,,,,-60.06166667,30.82529412,6,17,2.509917889
1362744,13627442,CK,1,219.21,205.93,,,,,-45.55161765,181.4252941,68,17,,,,,0.939418822
1362828,4.56114E+15,CC,1,184.35,1000,-96.85388889,87.60583333,18,12,,,,,,,,,5.424464334
1363467,4.56114E+15,CC,1,1193.89,1500,-159.5667925,689.0466667,53,12,,,,,,,,,1.256397156
1363252,13632522,CK,1,225.77,32.18,,,,,-54.29078125,156.2519048,64,21,,,,,0.142534438
1362918,13629183,SV,1,318.67,270.7,,,,,,,,,-82.70571429,35.398,7,15,0.849468102
1363082,13630822,CK,1,5042.95,314.35,,,,,-141.5867857,145.5031818,56,22,,,,,0.062334546
1363280,13632802,CK,1,275.6,269.95,,,,,-67.6857377,196.3504762,61,21,,,,,0.979499274
1362857,13628572,CK,1,101.4,7.47,,,,,-27.33355263,180.3109091,76,11,,,,,0.073668639
1362829,13628293,SV,1,669.51,2510.16,,,,,,,,,-317.4755556,247.2594737,9,19,3.749249451
1363283,13632832,CK,1,121.77,18.54,,,,,-46.59268657,232.1907692,67,13,,,,,0.15225425
1363026,4.56114E+15,CC,1,1421.82,2500,-207.9162791,678.0675,43,12,,,,,,,,,1.758309772
1363135,4.56114E+15,CC,1,3139.52,247.32,-124.6411765,423.5091667,17,12,,,,,,,,,0.078776373
1363241,4.56114E+15,CC,1,287.85,1352.7,-163.4805556,651.0766667,54,12,,,,,,,,,4.699322564
1363492,4.56114E+15,CC,1,4128.58,6869,-642.432,654.945,15,12,,,,,,,,,1.663768172
1363003,13630032,CK,1,153.23,177.26,,,,,-72.95538462,238.3065,65,20,,,,,1.156823076
1363070,4.56114E+15,CC,1,390.58,774.22,-109.127037,215.1508333,27,12,,,,,,,,,1.982231553
1363235,13632352,CK,1,2887.85,1067.57,,,,,-97.98784615,284.308125,65,16,,,,,0.369676403
1363355,4.56114E+15,CC,1,2643.94,291.58,-106.323,471.8033333,30,12,,,,,,,,,0.110282382
1362605,13626053,SV,1,593.88,611.94,,,,,,,,,,1.505,,12,1.030410184
1362941,13629413,SV,0,149.15,877.14,,,,,,,,,-157.8572727,273.8244444,11,9,5.880925243
1363213,4.56114E+15,CC,1,0,1046.11,-239.4313333,775.22625,30,8,,,,,,,,,
1362666,13626663,SV,1,574.42,300.42,,,,,,,,,-131.322,24.02,5,16,0.52299711
1362565,13625653,SV,1,319.68,941.16,,,,,,,,,-119.272,81.18933333,5,15,2.944069069
1362571,13625712,CK,0,257.68,62.94,,,,,-41.71928571,178.4616667,56,12,,,,,0.244256442
1363272,4.56114E+15,CC,1,0,1016.12,-88.88888889,347.97,27,4,,,,,,,,,
1363211,4.56114E+15,CC,0,1724.93,112.99,-269.6266667,622.1133333,21,12,,,,,,,,,0.065504107
1363415,13634152,CK,1,2717.85,21.41,,,,,-80.71266667,102.2057143,60,21,,,,,0.00787755
1363194,4.56114E+15,CC,0,3076.55,82.15,-130.4242857,570.3342857,7,7,,,,,,,,,0.026701988
1362579,4.56114E+15,CC,0,2529.61,1050,-98.72727273,1166.896667,55,6,,,,,,,,,0.415083748
1363268,4.56114E+15,CC,1,1873.47,1800,-120.8106667,180.2566667,15,12,,,,,,,,,0.960784
1363410,13634103,SV,1,869.13,895.56,,,,,,,,,,2.2025,,12,1.03040972
1363098,13630982,CK,1,2874.57,17.71,,,,,-93.71079365,160.3642105,63,19,,,,,0.006160921
1363252,4.56114E+15,CC,1,776.26,1000,-65.25947368,96.79416667,19,12,,,,,,,,,1.288228171
1363140,4.56114E+15,CC,1,315.24,1000,-91.37176471,82.095,17,12,,,,,,,,,3.172186271
1363082,4.56114E+15,CC,1,819.46,907.82,-208.9231579,326.2775,19,12,,,,,,,,,1.107827106
1363216,4.56114E+15,CC,1,428.71,1000,-71.90272727,95.79083333,22,12,,,,,,,,,2.332579133
1363308,13633083,SV,1,374.47,1585.57,,,,,,,,,-167.9883333,130.5311765,6,17,4.234170962
1363096,4.56114E+15,CC,1,388.35,0,,79.094,,5,,,,,,,,,0
1362857,4.56114E+15,CC,1,13.11,357,-116.948,364.7116667,40,12,,,,,,,,,27.23112128
1363233,13632333,SV,0,453.28,161.69,,,,,,,,,-163.0414286,141.6166667,7,6,0.356711084
1363283,4.56114E+15,CC,1,0,1100,-90.687,100.14625,20,8,,,,,,,,,
1362547,4.56114E+15,CC,1,0,952.52,-143.3987037,857.59,54,8,,,,,,,,,
1363295,13632953,SV,1,130.66,222.18,,,,,,,,,-127.1583333,50.26294118,6,17,1.7004439
1362820,4.56114E+15,CC,1,4011.25,4231.59,-537.4419444,1654.166667,36,12,,,,,,,,,1.054930508
1362681,13626813,SV,1,3232.61,3629.45,,,,,,,,,-361.66125,131.7276,8,25,1.122761484
1362904,4.56114E+15,CC,1,1445.69,679.69,-147.3088235,487.52,34,12,,,,,,,,,0.470149202
1362771,13627713,SV,1,215.21,2361.62,,,,,,,,,-153.8658333,173.6,12,23,10.97356071
1362836,13628362,CK,1,220.22,7.72,,,,,-45.3542623,150.2417647,61,17,,,,,0.035055853
1362809,13628093,SV,1,270.75,274.83,,,,,,,,,,0.34,,12,1.015069252
1363361,13633612,CK,0,3650.35,21.54,,,,,-119.8784127,245.220625,63,16,,,,,0.005900804
1363006,4.56114E+15,CC,1,0,1628.72,-129.82875,374.625,24,4,,,,,,,,,
1363342,13633423,SV,1,280.35,57.96,,,,,,,,,-132.4581818,128.1757143,22,21,0.206741573
1363117,13631172,CK,1,451.14,0,,,,,-66.14209302,299.12125,43,8,,,,,0
1363452,13634523,SV,1,2423.96,1874.79,,,,,,,,,-130.9426667,64.53772727,15,22,0.773440981
1363447,13634472,CK,1,2560.04,346.08,,,,,-100.46,195.7455,61,20,,,,,0.135185388
1363327,13633272,CK,1,2609.01,235.65,,,,,-86.81746269,181.2321053,67,19,,,,,0.090321616
1362578,13625782,CK,1,2621.11,211.68,,,,,-88.87033898,123.213913,59,23,,,,,0.080759678
1362808,4.56114E+15,CC,1,0,1600,-228.5714286,,7,,,,,,,,,,
1363448,13634483,SV,1,860.18,1763.31,,,,,,,,,-165.931,98.58307692,10,26,2.04993141
1363237,13632372,CK,1,7563.81,135.39,,,,,-256.8566667,343.4866667,57,21,,,,,0.017899709
1362686,13626863,SV,1,147.46,162.53,,,,,,,,,-121.71,36.68352941,5,17,1.102197206
1363243,13632432,CK,1,2746,852.22,,,,,-97.36203704,224.2933333,54,15,,,,,0.310349599
1362485,13624852,CK,1,209.78,45.49,,,,,-77.3780597,313.7525,67,16,,,,,0.21684622
